qid,structural,semantic,program_depth,question,gt_answer,blip_answer,mismatch_label,vilt_answer,vilt_correct
011023504,query,cat,3,Which kind of clothing is blue?,shirt,sweatshirt,blip_superset,sweatshirt,False
01612724,query,cat,3,Who is dressed in blue?,boy,little boy,blip_superset,boy,True
15485348,query,cat,3,Which kind of food isn't grilled?,onion,onion rings,blip_superset,hot dog,False
06255230,query,cat,3,What piece of furniture is plush?,bed,dog bed,blip_superset,bed,True
06255229,query,cat,3,What is the item of furniture that is plush called?,bed,dog bed,blip_superset,bed,True
06255226,query,cat,3,Which kind of furniture is cushioned?,bed,dog bed,blip_superset,bed,True
06255215,query,cat,2,What kind of furniture is it?,bed,dog bed,blip_superset,bed,True
14682124,query,cat,2,Which type of vehicle is this?,carriage,horse drawn carriage,blip_superset,carriage,True
14682123,query,cat,2,What kind of vehicle is it?,carriage,horse drawn carriage,blip_superset,carriage,True
00839533,query,cat,3,Who in the picture is walking?,man,woman,blip_superset,people,False
148695,query,cat,3,Who is dressed in yellow?,player,tennis player,blip_superset,tennis player,False
00132668,query,cat,3,What kind of vehicle is red?,truck,fire truck,blip_superset,truck,True
00132663,query,cat,3,What is the parked vehicle?,truck,fire truck,blip_superset,truck,True
16677084,query,cat,2,What kind of vehicle is it?,truck,semi truck,blip_superset,truck,True
16677087,query,cat,3,What is the large vehicle called?,truck,semi truck,blip_superset,truck,True
10768184,query,cat,3,Which kind of furniture is small?,table,coffee table,blip_superset,table,True
06106812,query,cat,3,Which kind of clothing is light blue?,dress,woman ' s dress,blip_superset,shirt,False
0067278,query,cat,3,What is the white animal?,bear,polar bear,blip_superset,polar bear,False
0067281,query,cat,3,What kind of animal is white?,bear,polar bear,blip_superset,polar bear,False
1042328,query,cat,3,Who is standing?,man,woman,blip_superset,people,False
07577514,query,cat,2,Which kind of furniture is it?,chair,table and chairs,blip_superset,table,False
09771641,query,cat,2,What kind of furniture is it?,table,dining room table,blip_superset,chair,False
09500211,query,cat,3,Which kind of clothing is black?,shirt,boy ' s shirt,blip_superset,shirt,True
00428497,query,cat,3,What vehicle is parked?,car,black car,blip_superset,car,True
12248910,query,global,2,Which place is it?,store,storefront,blip_superset,city,False
11343352,query,global,2,Which place is it?,street,city street,blip_superset,downtown,False
01134460,query,global,2,Which place is it?,station,train station,blip_superset,train station,False
01134458,query,global,2,What type of place is this?,station,train station,blip_superset,train station,False
11383390,query,global,2,Which place is this image at?,station,train station,blip_superset,train station,False
11383391,query,global,2,Which place is it?,station,train station,blip_superset,train station,False
00974541,query,global,2,Which place is it?,station,train station,blip_superset,train station,False
00974540,query,global,2,What place could this be?,station,train station,blip_superset,train station,False
19305624,query,global,2,Which place is it?,store,grocery store,blip_superset,grocery store,False
0774479,query,global,2,Where was the photo taken?,street,on city street,blip_superset,city,False
08818219,query,global,2,Which place is it?,field,baseball field,blip_superset,baseball field,False
05360192,query,global,2,Which place is it?,park,skate park,blip_superset,skate park,False
11973756,query,global,2,Which place is it?,station,train station,blip_superset,train station,False
11973755,query,global,2,What type of place is this?,station,train station,blip_superset,train station,False
00523904,query,global,2,Which place is it?,station,train station,blip_superset,train station,False
00523903,query,global,2,What place is shown?,station,train station,blip_superset,train station,False
10290907,query,global,2,Which place is it?,field,baseball field,blip_superset,baseball field,False
19556930,query,global,2,Which place is the image in?,station,train station,blip_superset,train station,False
19556932,query,global,2,Which place is it?,station,train station,blip_superset,train station,False
111025006,query,global,2,Which place is it?,station,train station,blip_superset,train station,False
111025005,query,global,2,Where is this?,station,train station,blip_superset,train station,False
17332058,query,global,2,Which place is it?,station,train station,blip_superset,train station,False
1931264,query,global,2,Which place is it?,field,baseball field,blip_superset,baseball field,False
04792303,query,global,2,Which place is it?,park,skate park,blip_superset,skate park,False
12618871,query,global,2,Which place is it?,station,train station,blip_superset,train station,False
02509251,query,global,2,Where is this?,station,train station,blip_superset,train station,False
07559576,query,global,2,Which place is it?,station,train station,blip_superset,train station,False
14367426,query,global,2,Which place is it?,field,soccer field,blip_superset,soccer field,False
1618970,query,global,2,Where was the image taken?,station,at train station,blip_superset,train station,False
01162741,query,global,2,Which place is it?,park,skate park,blip_superset,skate park,False
18633386,query,global,2,What type of place is shown?,station,train station,blip_superset,train station,False
18633387,query,global,2,Which place is it?,station,train station,blip_superset,train station,False
17748553,query,global,2,Which place is it?,field,baseball field,blip_superset,baseball field,False
19548691,query,global,2,What place is pictured?,station,train station,blip_superset,train station,False
19152236,query,global,2,What place could this be?,station,train station,blip_superset,train station,False
19152237,query,global,2,Which place is it?,station,train station,blip_superset,train station,False
01520683,query,global,2,Which place is it?,field,baseball field,blip_superset,baseball field,False
01329057,query,global,2,Which place is it?,field,baseball field,blip_superset,baseball field,False
07744304,query,global,2,Which place is it?,field,baseball field,blip_superset,field,True
14544413,query,global,2,Which place is it?,field,baseball field,blip_superset,baseball field,False
03696462,query,global,2,What place was the image taken at?,station,train station,blip_superset,train station,False
03696463,query,global,2,Which place is it?,station,train station,blip_superset,train station,False
19501562,query,global,2,Which place is it?,field,baseball field,blip_superset,baseball field,False
01459121,query,global,2,Which place is it?,field,baseball field,blip_superset,baseball field,False
17351099,query,global,2,What place was the photo taken at?,station,train station,blip_superset,train station,False
17351100,query,global,2,Which place is it?,station,train station,blip_superset,train station,False
09927970,query,global,2,Which place is it?,field,baseball field,blip_superset,baseball field,False
15453903,query,global,2,Which place is it?,field,baseball field,blip_superset,baseball field,False
1211275,query,global,2,Which place is it?,field,baseball field,blip_superset,baseball field,False
1250226,query,global,2,Which place is it?,field,soccer field,blip_superset,park,False
1310840,query,global,2,Which place is it?,park,skate park,blip_superset,skate park,False
07500514,query,global,2,Which place is it?,field,baseball field,blip_superset,baseball field,False
05888686,query,global,2,Which place is it?,restaurant,pizza restaurant,blip_superset,kitchen,False
01960055,query,global,2,Which place is it?,store,storefront,blip_superset,city,False
1135526,query,global,2,Which place is it?,field,baseball field,blip_superset,baseball field,False
061026937,query,global,2,Which place is it?,field,baseball field,blip_superset,home plate,False
03449294,query,global,2,Which place is it?,field,baseball field,blip_superset,baseball field,False
19332030,query,global,2,Which place is it?,stadium,baseball stadium,blip_superset,baseball field,False
19332029,query,global,2,What place is the image at?,stadium,baseball stadium,blip_superset,baseball field,False
02697544,query,global,2,Where was the image taken?,station,train station,blip_superset,train station,False
02697546,query,global,2,Which place is it?,station,train station,blip_superset,train station,False
16839795,query,global,2,Which place is it?,field,baseball field,blip_superset,baseball field,False
07865683,query,global,2,Which place is it?,field,baseball field,blip_superset,baseball field,False
12640751,query,global,2,Which place is it?,station,train station,blip_superset,train station,False
12640750,query,global,2,Where is it?,station,train station,blip_superset,train station,False
13854507,query,global,2,Which place is it?,field,baseball field,blip_superset,home plate,False
05488764,query,global,2,Which place is it?,park,skate park,blip_superset,skate park,False
1722269,query,global,2,Which place is it?,station,train station,blip_superset,train station,False
1722268,query,global,2,Which place is this photo at?,station,train station,blip_superset,train station,False
04546584,query,global,2,Which place is it?,field,baseball field,blip_superset,home plate,False
01845811,query,global,2,Which place is it?,field,baseball field,blip_superset,baseball field,False
17239569,query,global,2,Where is it?,station,train station,blip_superset,train station,False
051025349,query,global,2,Which place is it?,field,baseball field,blip_superset,baseball field,False
06116125,query,global,2,Which place is it?,field,baseball field,blip_superset,baseball field,False
19419335,query,global,2,Where is this?,stadium,hockey stadium,blip_superset,stadium,True
19419338,query,global,2,Which place is it?,stadium,hockey stadium,blip_superset,museum,False
04454720,query,global,2,Which place is it?,garage,parking garage,blip_superset,garage,True
03745150,query,global,2,Which place is it?,field,baseball field,blip_superset,baseball field,False
15471533,query,global,2,Which place is it?,field,baseball field,blip_superset,baseball field,False
12377483,query,global,2,What type of place is it?,station,train station,blip_superset,train station,False
12377484,query,global,2,Which place is it?,station,train station,blip_superset,train station,False
14379992,query,global,2,Which place is it?,station,train station,blip_superset,train station,False
13645210,query,global,2,Which place is it?,field,baseball field,blip_superset,baseball field,False
